Accuracy,Precision,Recall,F1,ROC-AUC,best_params
0.6736663166841658,0.6756283387336894,0.7321123552856329,0.7027371681012888,0.7332328704697122,{'n_neighbors': 11}
0.67705,0.678640266339583,0.7351238492929676,0.7057537242039087,0.7335048506026344,{'n_neighbors': 11}
0.6683,0.6727127941957176,0.7214841525906244,0.6962454212454212,0.7271269001849714,{'n_neighbors': 11}
0.669,0.6705851619644723,0.7307838299487569,0.6993915175733357,0.7273050006861861,{'n_neighbors': 11}
0.6718,0.6760900389932648,0.7239514139305371,0.6992026395380808,0.7301089064231073,{'n_neighbors': 11}
