Accuracy,Precision,Recall,F1,ROC-AUC,best_params
0.7168141592920354,0.7170853376091216,0.7639020687037389,0.7397537217423268,0.7837474887710317,"{'C': 10, 'kernel': 'rbf'}"
0.7137,0.7142984409799554,0.7609376482869887,0.7368808013969305,0.7814846043386854,"{'C': 10, 'kernel': 'rbf'}"
0.7076,0.7079638169563675,0.7575441260201177,0.7319152837627212,0.7767202902769892,"{'C': 10, 'kernel': 'rbf'}"
0.7084,0.7094534448994125,0.7563104953501614,0.7321330148814992,0.7772348596672152,"{'C': 10, 'kernel': 'rbf'}"
0.71135,0.7153185720741075,0.7510912886695768,0.7327685969541268,0.7786667241129415,"{'C': 10, 'kernel': 'rbf'}"
