Accuracy,Precision,Recall,F1,ROC-AUC,best_params
0.7172141392930353,0.7315060698027314,0.7319225659517935,0.7317142586092401,0.7925746783323495,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100}"
0.71995,0.7330940687570835,0.7366423080573218,0.7348639053254438,0.7931561213756497,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100}"
0.7109,0.7243819588601623,0.7285063579426836,0.726438304314913,0.7905232521218717,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100}"
0.71325,0.7282143875320726,0.7271778326058076,0.7276957409429752,0.788069665362211,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100}"
0.71855,0.7341409901745684,0.7303093566141583,0.7322201607915894,0.7883909954328207,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100}"
